,text
1559,"['wors', 'hightax', 'andrew', 'cuomo', 'statement', 'go', 'make', 'america', 'great', 'never', 'great', 'hillari', 'clinton', 'deplor', 'statement']"
1560,"['politician', 'admit', 'go', 'make', 'america', 'great', 'seem', 'much', 'reason', 'ever', 'vote', 'could', 'career', 'threaten', 'statement', 'andrew', 'cuomo', 'mani', 'want', 'resign', 'get', 'higher', 'rate', 'brother', 'chri']"
1561,"['wow', 'big', 'pushback', 'governor', 'andrew', 'cuomo', 'new', 'york', 'realli', 'dumb', 'statement', 'america', 'lack', 'great', 'alreadi', 'made', 'america', 'great', 'look', 'market', 'job', 'militari', 'set', 'record', 'even', 'better', 'andrew', 'choke', 'badli', 'mistak']"
1562,"['wow', 'big', 'pushback', 'governor', 'andrew', 'cuomo', 'new', 'york', 'realli', 'dumb', 'statement', 'america', 'lack', 'great', 'alreadi', 'made', 'america', 'great', 'look', 'market', 'job', 'militari', 'set', 'record', 'even', 'better', 'andrew', 'chock', 'badli', 'mistak']"
1563,"['u', 'doubl', 'growth', 'rate', 'month', 'ago']"
1564,"['announc', 'youth', 'unemploy', 'year', 'low']"
1565,"['attend', 'big', 'parad', 'alreadi', 'schedul', 'andrew', 'air', 'forc', 'base', 'differ', 'date', 'amp', 'go', 'pari', 'parad', 'celebr', 'end', 'war', 'novemb', 'th', 'mayb', 'someth', 'next', 'year', 'c', 'cost', 'come', 'way', 'buy', 'jet', 'fighter']"
1566,"['local', 'politician', 'run', 'washington', 'c', 'poorli', 'know', 'windfal', 'see', 'ask', 'give', 'us', 'price', 'hold', 'great', 'celebratori', 'militari', 'parad', 'want', 'number', 'ridicul', 'high', 'cancel', 'never', 'let', 'someon', 'hold', 'instead']"
1567,"['politician', 'cuomo', 'known', 'push', 'peopl', 'busi', 'state', 'mention', 'highest', 'tax', 'u', 'surviv', 'make', 'statement', 'go', 'make', 'america', 'great', 'never', 'great', 'section', 'sentenc', 'wors']"
1568,"['speak', 'world', 'top', 'busi', 'leader', 'ask', 'would', 'make', 'busi', 'job', 'even', 'better', 'u', 'stop', 'quarterli', 'report', 'amp', 'go', 'six', 'month', 'system', 'said', 'one', 'would', 'allow', 'greater', 'flexibl', 'amp', 'save', 'money', 'ask', 'sec', 'studi']"
1569,"['releas', 'statement', 'base', 'intellig', 'seen', 'sinc', 'leav', 'offic', 'constitut', 'intellig', 'breach', 'richard', 'burr', 'r', 'nc', 'senat', 'intel', 'cmte', 'chair']"
1570,"['director', 'brennan', 'recent', 'statement', 'purport', 'know', 'fact', 'trump', 'campaign', 'collud', 'foreign', 'power', 'director', 'brennan', 'statement', 'base', 'intellig', 'receiv', 'lead', 'cia', 'includ', 'intellig', 'commun', 'assess']"
1571,"['incred', 'corrupt', 'fbi', 'amp', 'doj', 'tri', 'steer', 'outcom', 'presidenti', 'elect', 'brennan', 'gone', 'deep', 'end', 'disgrac', 'discredit', 'conduct', 'outrag', 'chri', 'farrel', 'judici', 'watch']"
1572,"['senat', 'richard', 'blumenth', 'went', 'around', 'twenti', 'year', 'connecticut', 'politician', 'brag', 'great', 'marin', 'war', 'hero', 'vietnam', 'got', 'caught', 'sobbingli', 'admit', 'neither', 'marin', 'ever', 'vietnam', 'pass', 'judgement', 'anyon', 'loser']"
1573,"['speak', 'john', 'brennan', 'somebodi', 'obvious', 'limit', 'intellectu', 'get', 'cia', 'director', 'first', 'place', 'realli', 'good', 'question', 'follow', 'richard', 'blumenth', 'connecticut', 'fake', 'war', 'hero', 'true', 'total', 'fake']"
1574,"['concern', 'comey', 'fire', 'afraid', 'expos', 'said', 'bruce', 'ohr', 'doj', 'email', 'amp', 'note', 'show', 'bruce', 'ohr', 'connect', 'phoni', 'amp', 'discredit', 'trump', 'dossier', 'creep', 'think', 'would', 'get', 'caught', 'dishonest', 'act', 'rig', 'witch', 'hunt']"
1575,"['steel', 'shop', 'document', 'multipl', 'media', 'outlet', 'also', 'ask', 'help', 'russian', 'oligarch', 'catherin', 'herridg', 'word', 'collud', 'russia']"
1576,"['fbi', 'receiv', 'document', 'bruce', 'ohr', 'justic', 'depart', 'amp', 'whose', 'wife', 'nelli', 'work', 'fusion', 'gp', 'disgrac', 'fire', 'fbi', 'agent', 'peter', 'strzok', 'crazi', 'believ', 'rig', 'witch', 'hunt', 'zero', 'credibl']"
1577,"['turkey', 'taken', 'advantag', 'unit', 'state', 'mani', 'year', 'hold', 'wonder', 'christian', 'pastor', 'must', 'ask', 'repres', 'countri', 'great', 'patriot', 'hostag', 'pay', 'noth', 'releas', 'innoc', 'man', 'cut', 'back', 'turkey']"
1578,"['thank', 'kind', 'word', 'omarosa']"
1579,"['great', 'meet', 'today']"
1580,"['queen', 'soul', 'aretha', 'franklin', 'dead', 'great', 'woman', 'wonder', 'gift', 'god', 'voic', 'miss']"
1581,"['noth', 'would', 'want', 'countri', 'true', 'freedom', 'press', 'fact', 'press', 'free', 'write', 'say', 'anyth', 'want', 'much', 'say', 'fake', 'news', 'push', 'polit', 'agenda', 'plain', 'tri', 'hurt', 'peopl', 'honesti', 'win']"
1582,"['boston', 'globe', 'sold', 'fail', 'new', 'york', 'time', 'billion', 'dollar', 'plu', 'million', 'dollar', 'loss', 'amp', 'invest', 'billion', 'dollar', 'sold', 'time', 'dollar', 'globe', 'collus', 'paper', 'free', 'press', 'prove']"
1583,"['fake', 'news', 'media', 'opposit', 'parti', 'bad', 'great', 'countri', 'win']"
1584,"['economi', 'better', 'ever', 'money', 'pour', 'cherish', 'dollar', 'like', 'rare', 'compani', 'earn', 'higher', 'ever', 'inflat', 'low', 'amp', 'busi', 'optim', 'higher', 'ever', 'first', 'time', 'mani', 'decad', 'protect', 'worker']"
1585,"['strip', 'whole', 'bunch', 'corrupt', 'abus', 'power', 'betray', 'american', 'peopl', 'polit', 'agenda', 'tri', 'steal', 'influenc', 'elect', 'unit', 'state']"
1586,"['mark', 'levin', 'power', 'stop', 'russian', 'chines', 'north', 'korean', 'fund', 'iranian', 'amp', 'respons', 'greatest', 'scandal', 'american', 'histori', 'interf', 'elect', 'amp', 'tri', 'undermin', 'trump', 'campaign', 'trump', 'presid']"
1587,"['go', 'make', 'america', 'great', 'never', 'great', 'believ', 'governor', 'highest', 'tax', 'state', 'u', 'andrew', 'cuomo', 'total', 'meltdown']"
1588,"['gong', 'make', 'america', 'great', 'never', 'great', 'believ', 'governor', 'highest', 'tax', 'state', 'u', 'andrew', 'cuomo', 'total', 'meltdown']"
1589,"['hillari', 'clinton', 'clearli', 'got', 'pass', 'fbi', 'unfortun', 'situat', 'decid', 'go', 'frame', 'donald', 'trump', 'concern', 'rig', 'witch', 'hunt', 'joe', 'digenova', 'former', 'u', 'attorney']"
1590,"['john', 'brennan', 'stain', 'countri', 'deserv', 'better', 'former', 'secret', 'servic', 'agent', 'author', 'new', 'book', 'spygat', 'attempt', 'sabotag', 'donald', 'j', 'trump', 'dan', 'bongino', 'thank', 'dan', 'good', 'luck', 'book']"
1592,"['chuck', 'schumer', 'agre']"
1593,"['countri', 'built', 'tariff', 'tariff', 'lead', 'us', 'great', 'new', 'trade', 'deal', 'oppos', 'horribl', 'unfair', 'trade', 'deal', 'inherit', 'presid', 'countri', 'allow', 'come', 'steal', 'wealth', 'great', 'u', 'longer']"
1594,"['happi', 'birthday', 'leader', 'democrat', 'parti', 'maxin', 'water']"
1595,"['action', 'strzok', 'fire', 'decis', 'step', 'right', 'direct', 'correct', 'wrong', 'commit', 'describ', 'comey', 'skinni', 'inner', 'circl', 'chri', 'swecker', 'former', 'fbi', 'assist', 'director']"
1596,"['rig', 'russian', 'witch', 'hunt', 'goe', 'origin', 'founder', 'scam', 'continu', 'fire', 'demot', 'corrupt', 'illeg', 'activ', 'credibl', 'gone', 'terribl', 'hoax', 'much', 'lost', 'proce', 'collus']"
1597,"['friend', 'earli', 'support', 'kri', 'kobach', 'republican', 'nomin', 'governor', 'kansa', 'last', 'night', 'tough', 'race', 'fine', 'oppon', 'kri', 'win', 'novemb', 'great', 'governor', 'complet', 'total', 'endors']"
1598,"['time', 'connecticut', 'real', 'talent', 'governor', 'bob', 'stefanowski', 'person', 'need', 'job', 'tough', 'crime', 'bob', 'also', 'big', 'cutter', 'tax', 'win', 'novemb', 'make', 'great', 'governor', 'major', 'differ', 'maker', 'bob', 'total', 'endors']"
1599,"['big', 'last', 'night', 'minnesota', 'big', 'star', 'hockey', 'even', 'bigger', 'star', 'polit', 'begin', 'win', 'novemb', 'pete', 'complet', 'total', 'endors']"
1600,"['peopl', 'enter', 'unit', 'state', 'without', 'permiss', 'illeg', 'alien', 'illeg', 'alien', 'treat', 'peopl', 'enter', 'u', 'legal', 'chuck', 'schumer', 'went', 'left', 'haywir']"
1601,"['congratul', 'bryan', 'steil', 'wonder', 'win', 'last', 'night', 'replac', 'great', 'guy', 'paul', 'ryan', 'win', 'novemb', 'make', 'entir', 'state', 'wisconsin', 'proud', 'complet', 'total', 'endors']"
1602,"['jeff', 'johnson', 'minnesota', 'big', 'night', 'win', 'republican', 'nomin', 'governor', 'strong', 'well', 'known', 'oppon', 'thank', 'support', 'show', 'complet', 'total', 'endors', 'win', 'novemb']"
1603,"['scott', 'walker', 'special', 'anoth', 'great', 'win', 'novemb', 'done', 'fantast', 'job', 'governor', 'wisconsin', 'alway', 'full', 'support', 'endors']"
1604,"['congratul', 'bryan', 'steil', 'wonder', 'win', 'last', 'night', 'replac', 'great', 'guy', 'paul', 'ryan', 'win', 'novemb', 'make', 'entir', 'state', 'wisconsin', 'proud', 'complet', 'total', 'endors']"
1605,"['congratul', 'leah', 'vukmir', 'wisconsin', 'great', 'win', 'last', 'night', 'beat', 'tough', 'good', 'competitor', 'make', 'fantast', 'senat', 'win', 'novemb', 'someon', 'done', 'littl', 'complet', 'total', 'endors']"
1606,"['peopl', 'enter', 'unit', 'state', 'without', 'permiss', 'illeg', 'alien', 'illeg', 'alien', 'treat', 'peopl', 'enter', 'u', 'legal', 'chuck', 'schumer', 'went', 'left', 'haywir']"
1607,"['great', 'republican', 'elect', 'result', 'last', 'night', 'far', 'team', 'want', 'special', 'elect', 'red', 'wave']"
1608,"['hope', 'chang', 'alabama', 'coal', 'mine']"
1609,"['lou', 'dobb', 'cannot', 'go', 'forward', 'special', 'counsel', 'conflict', 'angri', 'democrat', 'without', 'evid', 'collus', 'trump', 'campaign', 'russia', 'dem', 'one', 'investig', 'thank', 'lou', 'true']"
1610,"['strzok', 'start', 'illeg', 'rig', 'witch', 'hunt', 'call', 'probe', 'end', 'immedi', 'angri', 'conflict', 'democrat', 'instead', 'look', 'crook', 'hillari']"
1611,"['fire', 'fbi', 'agent', 'peter', 'strzok', 'fraud', 'rig', 'investig', 'start', 'collus', 'obstruct', 'russia', 'everybodi', 'includ', 'democrat', 'know', 'collus', 'obstruct', 'crook', 'hillari', 'democrat', 'dnc']"
1612,"['clear', 'hillari', 'clinton', 'frame', 'donald', 'trump', 'thing', 'gregg', 'jarrett', 'real', 'attorney', 'gener', 'witch', 'hunt', 'would', 'never', 'start', 'look', 'wrong', 'peopl']"
1613,"['bruce', 'ohr', 'justic', 'depart', 'believ', 'still', 'accus', 'help', 'disgrac', 'christoph', 'steel', 'find', 'dirt', 'trump', 'ohr', 'wife', 'nelli', 'act', 'big', 'time', 'work', 'fusion', 'gp', 'fake', 'dossier']"
1614,"['anoth', 'terrorist', 'attack', 'london', 'anim', 'crazi', 'must', 'dealt', 'tough', 'strength']"
1615,"['give', 'craze', 'cri', 'lowlif', 'break', 'give', 'job', 'white', 'hous', 'guess', 'work', 'good', 'work', 'gener', 'kelli', 'quickli', 'fire', 'dog']"
1616,"['lou', 'dobb', 'cannot', 'go', 'forward', 'special', 'councel', 'conflict', 'angri', 'democrat', 'without', 'evid', 'collus', 'trump', 'campaign', 'russia', 'dem', 'one', 'investig', 'thank', 'lou', 'true']"
1617,"['shut', 'strzok', 'fire', 'show', 'fundament', 'underpin', 'investig', 'corrupt', 'shut', 'court', 'honest', 'prosecutor', 'thank', 'judici', 'watch', 'said', 'better']"
1618,"['guy', 'corrupt', 'anti', 'trump', 'animu', 'strzok', 'other', 'fbi', 'crimin', 'investig', 'way', 'conduct', 'investig', 'instead', 'mueller', 'pretend', 'noth', 'went', 'wrong', 'use', 'strzok', 'use', 'clinton', 'dnc', 'dossier', 'whole', 'thing']"
1619,"['tom', 'fitton', 'judici', 'watch', 'strzok', 'fire', 'much', 'mueller', 'oper', 'anyth', 'els', 'would', 'mueller', 'special', 'councel', 'investig', 'call', 'collus', 'machin', 'strzok', 'amp', 'colleagu', 'top', 'level', 'fbi', 'know']"
1620,"['wonder', 'power', 'thing', 'true', 'champion', 'civil', 'right', 'got', 'fire', 'omarosa', 'zero', 'credibl', 'media', 'want', 'interview', 'work', 'white', 'hous', 'say', 'bad', 'talk', 'fake', 'news']"
1621,"['call', 'say', 'tape', 'apprentic', 'use', 'terribl', 'disgust', 'word', 'attribut', 'wacki', 'derang', 'omarosa', 'word', 'vocabulari', 'never', 'made', 'look', 'mani', 'recent', 'quot', 'say']"
1622,[]
1623,"['scott', 'walker', 'wisconsin', 'tremend', 'governor', 'done', 'incred', 'thing', 'great', 'state', 'complet', 'amp', 'total', 'endors', 'brought', 'amaz', 'foxconn', 'wisconsin', 'job', 'much', 'vote', 'scott', 'tuesday', 'republican', 'primari']"
1624,"['trump', 'foreign', 'polici', 'actual', 'boost', 'america', 'stand']"
1625,"['great', 'honor', 'sign', 'new', 'defens', 'bill', 'law', 'pay', 'tribut', 'greatest', 'soldier', 'histori', 'world', 'u', 'armi', 'nation', 'defens', 'author', 'act', 'signific', 'invest', 'militari', 'warfight', 'modern', 'histori']"
1626,"['pete', 'stauber', 'run', 'congress', 'minnesota', 'make', 'great', 'congressman', 'pete', 'strong', 'crime', 'border', 'love', 'militari', 'vet', 'second', 'amend', 'vote', 'pete', 'tomorrow', 'full', 'total', 'endors']"
1627,"['great', 'fort', 'drum', 'new', 'york', 'hero']"
1628,"['land', 'fort', 'drum', 'new', 'york', 'look', 'forward', 'make', 'speech', 'great', 'hero']"
1631,"['brook', 'koepka', 'third', 'golf', 'major', 'power', 'game', 'power', 'mind', 'man', 'steel', 'tour', 'mani', 'victori', 'includ', 'major', 'ahead', 'congrat', 'brook', 'great', 'team', 'job', 'well', 'done']"
1632,"['wacki', 'omarosa', 'alreadi', 'fulli', 'sign', 'non', 'disclosur', 'agreement']"
1633,"['fire', 'agent', 'strzok', 'formerli', 'fbi', 'charg', 'crook', 'hillari', 'clinton', 'sham', 'investig', 'total', 'fraud', 'american', 'public', 'properli', 'redon']"
1634,"['agent', 'peter', 'strzok', 'fire', 'fbi', 'final', 'list', 'bad', 'player', 'fbi', 'amp', 'doj', 'get', 'longer', 'amp', 'longer', 'base', 'fact', 'strzok', 'charg', 'witch', 'hunt', 'drop', 'total', 'hoax', 'collus', 'obstruct', 'fight', 'back']"
1635,"['unpopular', 'governor', 'ohio', 'fail', 'presidenti', 'candid', 'hurt', 'troy', 'balderson', 'recent', 'win', 'tamp', 'enthusiasm', 'otherwis', 'great', 'candid', 'even', 'kasich', 'lt', 'governor', 'lost', 'gov', 'race', 'unpopular', 'credit', 'troy', 'big', 'win']"
1636,"['know', 'presidenti', 'take', 'lowlif', 'like', 'omarosa', 'would', 'rather', 'modern', 'day', 'form', 'commun', 'know', 'fake', 'news', 'media', 'work', 'overtim', 'make', 'even', 'wacki', 'omarosa', 'look', 'legitim', 'possibl', 'sorri']"
1637,"['realli', 'bad', 'thing', 'nasti', 'peopl', 'amp', 'would', 'constantli', 'miss', 'meet', 'amp', 'work', 'gen', 'kelli', 'came', 'board', 'told', 'loser', 'amp', 'noth', 'problem', 'told', 'tri', 'work', 'possibl', 'said', 'great', 'thing', 'got', 'fire']"
1638,"['wacki', 'omarosa', 'got', 'fire', 'time', 'apprentic', 'got', 'fire', 'last', 'time', 'never', 'made', 'never', 'beg', 'job', 'tear', 'eye', 'said', 'ok', 'peopl', 'white', 'hous', 'hate', 'viciou', 'smart', 'would', 'rare', 'see', 'heard']"
1639,"['seem', 'like', 'depart', 'justic', 'fbi', 'program', 'keep', 'donald', 'trump', 'becom', 'presid', 'happen', 'side', 'everybodi', 'involv', 'would', 'jail', 'media', 'coverup', 'biggest', 'stori', 'time']"
1640,"['mani', 'owner', 'plan', 'boycott', 'compani', 'manufactur', 'move', 'oversea', 'great', 'compani', 'come', 'direct', 'includ', 'harley', 'competitor', 'realli', 'bad', 'move', 'u', 'soon', 'level', 'play', 'field', 'better']"
1641,"['paycheck', 'bigger', 'pension', 'stronger', 'unemploy', 'number', 'better', 'year', 'amp', 'perhap', 'ever', 'countri', 'boom', 'like', 'never', 'get', 'even', 'better', 'mani', 'compani', 'move', 'back', 'u']"
1642,"['bob', 'mueller', 'whole', 'investig', 'premis', 'fake', 'dossier', 'paid', 'hillari', 'creat', 'man', 'hate', 'donald', 'trump', 'amp', 'use', 'con', 'fisa', 'court', 'judg', 'bob', 'realli', 'think', 'time', 'give', 'phoni', 'investig', 'collus']"
1643,"['biker', 'trump', 'bedminst', 'earlier', 'today', 'thank']"
1644,"['hundr', 'biker', 'trump', 'join', 'bedminst', 'quit', 'scene', 'great', 'peopl', 'truli', 'love', 'countri']"
1645,"['believ', 'nelli', 'work', 'fusion', 'husband', 'still', 'work', 'depart', 'justic', 'never', 'seen', 'anyth', 'rig', 'life', 'g', 'scare', 'stiff', 'miss', 'action', 'start', 'reveal', 'pretti', 'ig', 'report', 'soon', 'witch', 'hunt']"
1646,"['big', 'stori', 'fake', 'news', 'media', 'refus', 'report', 'lowlif', 'christoph', 'steel', 'mani', 'meet', 'deputi', 'g', 'bruce', 'ohr', 'beauti', 'wife', 'nelli', 'fusion', 'gp', 'hire', 'steel', 'write', 'phoni', 'amp', 'discredit', 'dossier', 'paid', 'crook', 'hillari', 'amp', 'dnc']"
1647,"['proud', 'fought', 'secur', 'lowest', 'african', 'american', 'hispan', 'unemploy', 'rate', 'histori', 'push', 'prison', 'reform', 'give', 'peopl', 'paid', 'debt', 'societi', 'second', 'chanc', 'never', 'stop', 'fight', 'american']"
1648,"['riot', 'charlottesvil', 'year', 'ago', 'result', 'senseless', 'death', 'divis', 'must', 'come', 'togeth', 'nation', 'condemn', 'type', 'racism', 'act', 'violenc', 'peac', 'american']"
1649,"['fbi', 'ever', 'recov', 'stellar', 'reput', 'badli', 'damag', 'comey', 'mccabe', 'peter', 'lover', 'love', 'lisa', 'page', 'top', 'offici', 'dismiss', 'fire', 'mani', 'great', 'men', 'women', 'fbi', 'hurt', 'clown', 'loser']"
1650,"['fbi', 'give', 'andrew', 'mccabe', 'text', 'messag', 'judici', 'watch', 'appropri', 'government', 'author', 'fbi', 'said', 'give', 'even', 'one', 'may', 'get', 'involv', 'destroy', 'hide', 'mccabe', 'wife', 'took', 'big', 'campaign', 'dollar', 'hillari', 'peopl']"
1651,"['fbi', 'ever', 'recov', 'stellar', 'reput', 'badli', 'damag', 'comey', 'mccabe', 'peter', 'lover', 'love', 'lisa', 'page', 'top', 'offici', 'dismiss', 'fire', 'mani', 'great', 'men', 'women', 'fbi', 'hurt', 'clown', 'loser']"
1652,"['fbi', 'give', 'andrew', 'mccabe', 'text', 'massag', 'judici', 'watch', 'appropri', 'government', 'author', 'fbi', 'said', 'give', 'even', 'one', 'may', 'get', 'involv', 'destroy', 'hide', 'mccabe', 'wife', 'took', 'big', 'campaign', 'dollar', 'hillari', 'peopl']"
1653,"['deal', 'mexico', 'come', 'along', 'nice', 'autowork', 'farmer', 'must', 'taken', 'care', 'deal', 'new', 'presid', 'mexico', 'absolut', 'gentleman', 'canada', 'must', 'wait', 'tariff', 'trade', 'barrier', 'far', 'high', 'tax', 'car', 'make', 'deal']"
1654,"['thank', 'kany', 'west', 'fact', 'will', 'tell', 'truth', 'one', 'new', 'great', 'fact', 'african', 'american', 'unemploy', 'lowest', 'ever', 'record', 'histori', 'countri', 'honor', 'thank', 'kany', 'support', 'make', 'big', 'differ']"
1655,"['good', 'phone', 'call', 'presid', 'franc', 'discuss', 'variou', 'subject', 'particular', 'secur', 'trade', 'mani', 'call', 'convers', 'today', 'look', 'forward', 'dinner', 'tonight', 'tim', 'cook', 'appl', 'invest', 'big', 'dollar', 'u']"
1656,"['democrat', 'pleas', 'distanc', 'nanci', 'pelosi', 'wonder', 'person', 'whose', 'idea', 'amp', 'polici', 'may', 'bad', 'definit', 'given', 'th', 'chanc', 'tri', 'hard', 'amp', 'everi', 'right', 'take', 'democrat', 'parti', 'veer', 'far', 'left']"
1657,"['author', 'doubl', 'tariff', 'steel', 'aluminum', 'respect', 'turkey', 'currenc', 'turkish', 'lira', 'slide', 'rapidli', 'downward', 'strong', 'dollar', 'aluminum', 'steel', 'relat', 'turkey', 'good', 'time']"
1658,"['happi', 'cool', 'footbal', 'game', 'fan', 'pay', 'soooo', 'much', 'money', 'watch', 'enjoy', 'place', 'protest', 'money', 'goe', 'player', 'anyway', 'find', 'anoth', 'way', 'protest', 'stand', 'proudli', 'nation', 'anthem', 'suspend', 'without', 'pay']"
1659,"['nfl', 'player', 'take', 'knee', 'stand', 'proudli', 'nation', 'anthem', 'numer', 'player', 'differ', 'team', 'want', 'show', 'outrag', 'someth', 'unabl', 'defin', 'make', 'fortun', 'love']"
1660,"['evid', 'launch', 'even', 'investig', 'potenti', 'collus', 'donald', 'trump', 'russian', 'year', 'half', 'later']"
1661,"['jenna', 'elli', 'fbi', 'thought', 'get', 'caught', 'thought', 'hillari', 'go', 'win', 'overt', 'bia', 'depend', 'whether', 'democrat', 'republican', 'doubl', 'standard', 'need', 'stop']"
1662,"['fbi', 'tell', 'presid', 'trump', 'concern', 'carter', 'page', 'doubl', 'standard', 'told', 'senat', 'dian', 'feinstein', 'spi', 'trump', 'entrap', 'want', 'use', 'page', 'excus', 'spi']"
1663,"['congressman', 'ted', 'yoho', 'florida', 'fantast', 'job', 'complet', 'total', 'endors', 'tough', 'crime', 'border', 'ted', 'realli', 'help', 'tax', 'cut', 'vote', 'way', 'ted', 'upcom', 'primari', 'never', 'let']"
1664,"['space', 'forc', 'way']"
1665,"['illeg', 'brought', 'rig', 'witch', 'hunt', 'run', 'peopl', 'total', 'corrupt', 'conflict', 'start', 'paid', 'crook', 'hillari', 'democrat', 'phoni', 'dossier', 'fisa', 'disgrac', 'mani', 'lie', 'dishonest', 'peopl', 'alreadi', 'fire', 'angri', 'dem', 'stay', 'tune']"
1666,"['evid', 'whatsoev', 'donald', 'trump', 'campaign', 'involv', 'kind', 'collus', 'fix', 'elect', 'fact', 'evid', 'opposit', 'hillari', 'clinton', 'amp', 'democrat', 'collud', 'russian', 'fix', 'elect']"
1667,"['red', 'wave']"
1668,"['congratul', 'michigan', 'job', 'well', 'done', 'also', 'thank', 'great', 'support']"
1669,"['long', 'campaign', 'support', 'senat', 'hous', 'candid', 'within', 'reason', 'win', 'love', 'peopl', 'amp', 'certainli', 'seem', 'like', 'job', 'find', 'time', 'china', 'iran', 'economi', 'much', 'must', 'giant', 'red', 'wave']"
1670,"['republican', 'hous', 'seat', 'yet', 'listen', 'fake', 'news', 'media', 'would', 'think', 'clobber', 'play', 'straight', 'unfair', 'republican', 'parti', 'particular', 'favorit', 'presid']"
1671,[]
1672,"['congratul', 'josh', 'hawley', 'big', 'senat', 'primari', 'win', 'missouri', 'look', 'forward', 'work', 'toward', 'big', 'win', 'novemb', 'need', 'washington']"
1673,"['congratul', 'bill', 'schuett', 'big', 'win', 'novemb', 'tremend', 'governor', 'great', 'state', 'michigan', 'lot', 'car', 'compani', 'move', 'back']"
1674,"['congratul', 'futur', 'star', 'republican', 'parti', 'futur', 'senat', 'john', 'jame', 'big', 'bold', 'victori', 'tonight', 'great', 'state', 'michigan', 'first', 'mani', 'novemb', 'come', 'fast', 'enough']"
1675,"['congratul', 'troy', 'balderson', 'great', 'win', 'ohio', 'special', 'import', 'race']"
1676,"['decid', 'go', 'ohio', 'troy', 'balderson', 'earli', 'vote', 'good', 'speech', 'saturday', 'night', 'big', 'turn', 'better', 'troy', 'win', 'great', 'victori', 'tough', 'time', 'year', 'vote', 'win', 'big', 'nov']"
1677,"['today', 'th', 'anniversari', 'purpl', 'heart', 'honor', 'member', 'arm', 'forc', 'serv', 'vanguard', 'american', 'democraci', 'freedom', 'around', 'world', 'purpleheartday']"
1679,"['ohio', 'vote', 'today', 'troy', 'balderson', 'congress', 'oppon', 'control', 'nanci', 'pelosi', 'weak', 'crime', 'border', 'militari', 'vet', 'nd', 'amend', 'end', 'tax', 'cut', 'troy', 'great', 'congressman', 'maga']"
1680,"['iran', 'sanction', 'offici', 'cast', 'bite', 'sanction', 'ever', 'impos', 'novemb', 'ratchet', 'yet', 'anoth', 'level', 'anyon', 'busi', 'iran', 'busi', 'unit', 'state', 'ask', 'world', 'peac', 'noth', 'less']"
1681,"['california', 'wildfir', 'magnifi', 'amp', 'made', 'much', 'wors', 'bad', 'environment', 'law', 'allow', 'massiv', 'amount', 'readili', 'avail', 'water', 'properli', 'util', 'divert', 'pacif', 'ocean', 'must', 'also', 'tree', 'clear', 'stop', 'fire', 'spread']"
1682,"['democrat', 'want', 'open', 'border', 'want', 'abolish', 'ice', 'brave', 'men', 'women', 'protect', 'countri', 'viciou', 'danger', 'peopl', 'earth', 'sorri', 'let', 'happen', 'also', 'chang', 'rule', 'senat', 'approv', 'strong', 'border', 'secur']"
1684,"['democrat', 'want', 'open', 'border', 'want', 'abolish', 'ice', 'brave', 'men', 'women', 'protect', 'countri', 'viciou', 'danger', 'peopl', 'earth', 'sorri', 'let', 'happen', 'also', 'chang', 'rule', 'senat', 'approv', 'strong', 'border', 'secur']"
1685,"['john', 'jame', 'potenti', 'republican', 'star', 'senat', 'primari', 'elect', 'tomorrow', 'michigan', 'becom', 'republican', 'candid', 'beat', 'open', 'border', 'weak', 'crime', 'democrat', 'debbi', 'stabenow', 'vote', 'john', 'jame', 'make', 'america', 'great']"
1686,"['governor', 'jerri', 'brown', 'must', 'allow', 'free', 'flow', 'vast', 'amount', 'water', 'come', 'north', 'foolishli', 'divert', 'pacif', 'ocean', 'use', 'fire', 'farm', 'everyth', 'els', 'think', 'california', 'plenti', 'water', 'nice', 'fast', 'feder', 'govt', 'approv']"
1687,"['kri', 'kobach', 'strong', 'earli', 'support', 'mine', 'run', 'governor', 'great', 'state', 'kansa', 'fantast', 'guy', 'love', 'state', 'countri', 'great', 'governor', 'full', 'amp', 'total', 'endors', 'strong', 'crime', 'border', 'amp', 'militari', 'vote', 'tuesday']"
1688,"['great', 'financi', 'number', 'announc', 'almost', 'daili', 'basi', 'economi', 'never', 'better', 'job', 'best', 'point', 'histori', 'fix', 'terribl', 'trade', 'deal', 'prioriti', 'go', 'well', 'immigr', 'merit', 'base', 'system', 'take', 'care', 'compani', 'come', 'back', 'u']"
1689,"['law', 'firm', 'eventu', 'kremlin', 'connect', 'sourc', 'gather', 'info', 'donald', 'trump', 'collus', 'real', 'russia', 'hillari', 'democrat', 'demand', 'full', 'investig', 'dan', 'bongino', 'look', 'forward', 'new', 'ig', 'report']"
1690,"['collus', 'russia', 'real', 'hillari', 'clinton', 'team', 'collud', 'russian', 'adam', 'schiff', 'tape', 'tri', 'collud', 'thought', 'russian', 'obtain', 'compromis', 'materi', 'djt', 'also', 'know', 'hillari', 'clinton', 'paid']"
1691,"['california', 'wildfir', 'magnifi', 'amp', 'made', 'much', 'wors', 'bad', 'environment', 'law', 'allow', 'massiv', 'amount', 'readili', 'avail', 'water', 'properli', 'util', 'divert', 'pacif', 'ocean', 'must', 'also', 'tree', 'clear', 'stop', 'fire', 'spread']"
