,text
3325,"['prayer', 'best', 'wish', 'famili', 'edwin', 'jackson', 'wonder', 'young', 'man', 'whose', 'life', 'senselessli', 'taken']"
3326,"['disgrac', 'person', 'illeg', 'countri', 'kill', 'lineback', 'edwin', 'jackson', 'one', 'mani', 'prevent', 'tragedi', 'must', 'get', 'dem', 'get', 'tough', 'border', 'illeg', 'immigr', 'fast']"
3327,"['thank', 'histor', 'tax', 'cut', 'sign', 'law', 'paycheck', 'go', 'way', 'tax', 'go', 'way', 'america', 'open', 'busi']"
3328,"['repres', 'devin', 'nune', 'man', 'tremend', 'courag', 'grit', 'may', 'someday', 'recogn', 'great', 'american', 'hero', 'expos', 'endur']"
3329,"['deal', 'daca', 'includ', 'strong', 'border', 'secur', 'desper', 'need', 'wall', 'total', 'wast', 'time', 'march', 'th', 'rapidli', 'approach', 'dem', 'seem', 'care', 'daca', 'make', 'deal']"
3330,"['littl', 'adam', 'schiff', 'desper', 'run', 'higher', 'offic', 'one', 'biggest', 'liar', 'leaker', 'washington', 'right', 'comey', 'warner', 'brennan', 'clapper', 'adam', 'leav', 'close', 'committe', 'hear', 'illeg', 'leak', 'confidenti', 'inform', 'must', 'stop']"
3331,"['thank', 'expos', 'truth', 'perhap', 'rate', 'soooo', 'much', 'better', 'untruth', 'competit']"
3332,"['democrat', 'push', 'univers', 'healthcar', 'thousand', 'peopl', 'march', 'uk', 'u', 'system', 'go', 'broke', 'work', 'dem', 'want', 'greatli', 'rais', 'tax', 'realli', 'bad', 'non', 'person', 'medic', 'care', 'thank']"
3333,"['congratul', 'philadelphia', 'eagl', 'great', 'super', 'bowl', 'victori']"
3334,"['thought', 'prayer', 'victim', 'involv', 'morn', 'train', 'collis', 'south', 'carolina', 'thank', 'incred', 'first', 'respond', 'work', 'done']"
3335,"['tool', 'anti', 'trump', 'polit', 'actor', 'unaccept', 'democraci', 'ought', 'alarm', 'anyon', 'want', 'fbi', 'nonpartisan', 'enforc', 'law', 'fbi', 'straight', 'congress', 'hid', 'fact', 'investig', 'wall', 'street', 'journal']"
3336,"['four', 'page', 'memo', 'releas', 'friday', 'report', 'disturb', 'fact', 'fbi', 'fisa', 'appear', 'use', 'influenc', 'elect', 'aftermath', 'fbi', 'fail', 'inform', 'fisa', 'court', 'clinton', 'campaign', 'fund', 'dossier', 'fbi', 'becam']"
3337,"['great', 'job', 'number', 'final', 'mani', 'year', 'rise', 'wage', 'nobodi', 'even', 'talk', 'russia', 'russia', 'russia', 'despit', 'fact', 'year', 'look', 'collus']"
3338,"['memo', 'total', 'vindic', 'trump', 'probe', 'russian', 'witch', 'hunt', 'goe', 'collus', 'obstruct', 'word', 'use', 'one', 'year', 'look', 'endlessli', 'find', 'noth', 'collus', 'dead', 'american', 'disgrac']"
3339,"['rasmussen', 'announc', 'approv', 'rate', 'jump', 'far', 'better', 'number', 'win', 'elect', 'higher', 'certain', 'sacr', 'cow', 'trump', 'poll', 'way', 'also', 'media', 'refus', 'write', 'oh', 'well', 'someday']"
3342,"['today', 'honor', 'join', 'great', 'men', 'women', 'u', 'custom', 'border', 'protect', 'nation', 'target', 'center', 'sterl', 'virginia', 'fact', 'sheet']"
3343,"['trump', 'orat', 'outlin', 'great', 'america', 'democrat', 'disgust']"
3344,"['million', 'american', 'receiv', 'bonus', 'benefit', 'employ', 'result', 'tax', 'cut', 'great', 'start', 'unemploy', 'rate', 'averag', 'earn', 'last', 'year', 'new', 'american', 'job', 'maga']"
3345,"['hillari', 'clinton', 'democrat', 'parti', 'tri', 'hide', 'fact', 'gave', 'money', 'gp', 'fusion', 'creat', 'dossier', 'use', 'alli', 'obama', 'administr', 'convinc', 'court', 'misleadingli', 'account', 'spi', 'trump', 'team', 'tom', 'fitton', 'jw']"
3346,"['top', 'leadership', 'investig', 'fbi', 'justic', 'depart', 'politic', 'sacr', 'investig', 'process', 'favor', 'democrat', 'republican', 'someth', 'would', 'unthink', 'short', 'time', 'ago', 'rank', 'amp', 'file', 'great', 'peopl']"
3347,"['democrat', 'call', 'daca', 'nanci', 'pelosi', 'chuck', 'schumer', 'get', 'move', 'fast', 'disappoint', 'great', 'chanc', 'make', 'deal', 'blame', 'dem', 'march', 'th', 'come', 'fast']"
3348,"['thank', 'nice', 'compliment', 'review', 'state', 'union', 'speech', 'million', 'peopl', 'watch', 'highest', 'number', 'histori', 'beat', 'everi', 'network', 'first', 'time', 'ever', 'million', 'peopl', 'tune', 'deliv', 'heart']"
3349,"['march', 'th', 'rapidli', 'approach', 'democrat', 'noth', 'daca', 'resist', 'blame', 'complain', 'obstruct', 'noth', 'start', 'push', 'nanci', 'pelosi', 'dem', 'work', 'daca', 'fix']"
3350,"['head', 'beauti', 'west', 'virginia', 'great', 'member', 'republican', 'parti', 'plan', 'infrastructur', 'discuss', 'immigr', 'daca', 'easi', 'support', 'democrat', 'one', 'dem', 'vote', 'tax', 'cut', 'bill', 'need', 'republican']"
3351,"['join', 'live', 'sotu']"
3352,"['congratul', 'america', 'new', 'secretari', 'alex', 'azar']"
3353,"['economi', 'better', 'mani', 'decad', 'busi', 'come', 'back', 'america', 'like', 'never', 'chrysler', 'exampl', 'leav', 'mexico', 'come', 'back', 'usa', 'unemploy', 'near', 'record', 'low', 'right', 'track']"
3354,"['somebodi', 'pleas', 'inform', 'jay', 'z', 'polici', 'black', 'unemploy', 'report', 'lowest', 'rate', 'ever', 'record']"
3355,"['democrat', 'interest', 'border', 'safeti', 'amp', 'secur', 'fund', 'rebuild', 'militari', 'interest', 'obstruct']"
3356,"['offer', 'daca', 'wonder', 'deal', 'includ', 'doubl', 'number', 'recipi', 'amp', 'twelv', 'year', 'pathway', 'citizenship', 'two', 'reason', 'republican', 'want', 'fix', 'long', 'time', 'terribl', 'problem', 'show', 'democrat', 'want', 'solv', 'daca', 'use']"
3357,"['taliban', 'target', 'innoc', 'afghan', 'brave', 'polic', 'kabul', 'today', 'thought', 'prayer', 'go', 'victim', 'first', 'respond', 'allow', 'taliban', 'win']"
3358,"['holocaust', 'remembr', 'day', 'mourn', 'griev', 'murder', 'million', 'innoc', 'jewish', 'men', 'women', 'children', 'million', 'other', 'perish', 'evil', 'nazi', 'genocid', 'pledg', 'might', 'resolv', 'never']"
3359,"['thank', 'brandon', 'judd', 'nation', 'border', 'patrol', 'council', 'strong', 'statement', 'badli', 'need', 'wall', 'must', 'also', 'end', 'loophol', 'catch', 'amp', 'releas', 'clean', 'legal', 'procedur', 'border', 'safeti', 'amp', 'secur', 'reason']"
3360,"['thank', 'wonder', 'welcom', 'davo']"
3361,"['daca', 'made', 'increasingli', 'difficult', 'fact', 'cryin', 'chuck', 'schumer', 'took', 'beat', 'shutdown', 'unabl', 'act', 'immigr']"
3362,"['head', 'back', 'excit', 'two', 'day', 'davo', 'switzerland', 'speech', 'america', 'econom', 'reviv', 'well', 'receiv', 'mani', 'peopl', 'met', 'invest', 'u', 'maga']"
3363,"['join', 'live', 'world', 'econom', 'forum', 'davo', 'switzerland', 'wef']"
3364,"['great', 'bilater', 'meet', 'presid', 'berset', 'swiss', 'confeder', 'continu', 'strengthen', 'great', 'friendship', 'honor', 'switzerland', 'wef']"
3365,"['honor', 'meet', 'republ', 'rwanda', 'presid', 'paul', 'kagam', 'morn', 'davo', 'switzerland', 'mani', 'great', 'discuss', 'wef']"
3366,"['interview', 'come', 'ame', 'davo', 'switzerland', 'enjoy', 'wef']"
3367,"['today', 'american', 'everywher', 'rememb', 'brave', 'men', 'women', 'lost', 'live', 'nation', 'etern', 'quest', 'expand', 'boundari', 'human', 'potenti']"
3368,"['product', 'bilater', 'meet', 'prime', 'minist', 'benjamin', 'israel', 'davo', 'switzerland', 'wef']"
3369,"['great', 'bilater', 'meet', 'prime', 'minist', 'theresa', 'may', 'unit', 'kingdom', 'affirm', 'special', 'relationship', 'commit', 'work', 'togeth', 'key', 'nation', 'secur', 'challeng', 'econom', 'opportun', 'wef']"
3370,"['soon', 'head', 'davo', 'switzerland', 'tell', 'world', 'great', 'america', 'economi', 'boom', 'get', 'better', 'countri', 'final', 'win']"
3371,"['great', 'honor', 'welcom', 'mayor', 'across', 'america', 'wh', 'administr', 'alway', 'support', 'local', 'govern', 'listen', 'leader', 'know', 'commun', 'best', 'togeth', 'usher', 'bold', 'new', 'era', 'peac', 'prosper']"
3372,"['earlier', 'today', 'spoke', 'kentucki', 'regard', 'yesterday', 'shoot', 'marshal', 'counti', 'high', 'school', 'thought', 'prayer', 'bailey', 'holt', 'preston', 'cope', 'famili', 'wound', 'victim', 'recoveri']"
3373,"['tremend', 'invest', 'compani', 'world', 'made', 'america', 'never', 'anyth', 'like', 'disney', 'j', 'p', 'morgan', 'chase', 'mani', 'other', 'massiv', 'regul', 'reduct', 'tax', 'cut', 'make', 'us', 'powerhous', 'long', 'way', 'go', 'job', 'job', 'job']"
3374,"['cryin', 'chuck', 'schumer', 'fulli', 'understand', 'especi', 'humili', 'defeat', 'wall', 'daca', 'must', 'safeti', 'secur', 'togeth', 'strong', 'militari', 'great', 'peopl']"
3375,"['import', 'text', 'messag', 'fbi', 'lover', 'lisa', 'page', 'peter', 'strzok', 'blame', 'samsung']"
3376,"['thank', 'gener', 'john', 'kelli', 'fantast', 'job', 'staff', 'other', 'white', 'hous', 'job', 'well', 'done', 'long', 'hour', 'fake', 'report', 'make', 'job', 'difficult', 'alway', 'great', 'win', 'us']"
3377,"['nobodi', 'know', 'sure', 'republican', 'amp', 'democrat', 'abl', 'reach', 'deal', 'daca', 'februari', 'everyon', 'tri', 'big', 'addit', 'focu', 'put', 'militari', 'strength', 'border', 'secur', 'dem', 'learn', 'shutdown', 'answer']"
3378,"['one', 'biggest', 'stori', 'long', 'time', 'fbi', 'say', 'miss', 'five', 'month', 'worth', 'lover', 'strzok', 'page', 'text', 'perhap', 'prime', 'time', 'wow']"
3379,"['one', 'biggest', 'stori', 'long', 'time', 'fbi', 'say', 'miss', 'five', 'month', 'worth', 'lover', 'strzok', 'page', 'text', 'perhap', 'prime', 'time', 'wow']"
3380,"['even', 'crazi', 'jim', 'acosta', 'fake', 'news', 'cnn', 'agre', 'trump', 'world', 'wh', 'sourc', 'danc', 'end', 'zone', 'trump', 'win', 'schumer', 'dem', 'cave', 'gambl', 'lost', 'thank', 'honesti', 'jim']"
3381,"['big', 'win', 'republican', 'democrat', 'cave', 'shutdown', 'want', 'big', 'win', 'everyon', 'includ', 'republican', 'democrat', 'daca', 'especi', 'great', 'militari', 'border', 'secur', 'abl', 'get', 'see', 'negoti', 'tabl']"
3382,"['end', 'democrat', 'obstruct']"
3383,"['democrat', 'shut', 'govern', 'interest', 'far', 'left', 'base', 'want', 'powerless']"
3384,"['democrat', 'turn', 'servic', 'secur', 'citizen', 'favor', 'servic', 'secur', 'non', 'citizen', 'good']"
3385,"['thank', 'brad', 'blakeman', 'grade', 'year', 'one', 'presid', 'likewis', 'doug', 'schoen', 'good', 'grade', 'statement', 'work', 'hard']"
3386,"['great', 'see', 'hard', 'republican', 'fight', 'militari', 'safeti', 'border', 'dem', 'want', 'illeg', 'immigr', 'pour', 'nation', 'uncheck', 'stalem', 'continu', 'republican', 'go', 'nuclear', 'option', 'vote', 'real', 'long', 'term', 'budget', 'c', 'r']"
3392,"['eric', 'trump']"
3393,"['trump', 'administr', 'termin', 'unnecessari', 'regul', 'twelv', 'month', 'administr', 'termin', 'full', 'term', 'offic', 'matter', 'length', 'good', 'news', 'much', 'come']"
3395,"['unpreced', 'success', 'countri', 'mani', 'way', 'sinc', 'elect', 'record', 'stock', 'market', 'strong', 'militari', 'crime', 'border', 'amp', 'isi', 'judici', 'strength', 'amp', 'number', 'lowest', 'unemploy', 'women', 'amp', 'massiv', 'tax', 'cut', 'end', 'individu', 'mandat', 'much', 'big']"
3396,"['beauti', 'weather', 'great', 'countri', 'perfect', 'day', 'women', 'march', 'get', 'celebr', 'histor', 'mileston', 'unpreced', 'econom', 'success', 'wealth', 'creation', 'taken', 'place', 'last', 'month', 'lowest', 'femal', 'unemploy', 'year']"
3397,"['democrat', 'hold', 'militari', 'hostag', 'desir', 'uncheck', 'illeg', 'immigr', 'let', 'happen']"
3398,"['america', 'first']"
3399,"['ask', 'republican', 'vote', 'senat', 'need', 'need', 'win', 'republican', 'elect', 'even', 'tougher', 'crime', 'border', 'even', 'better', 'militari', 'amp', 'veteran']"
3400,"['one', 'year', 'anniversari', 'presid', 'democrat', 'want', 'give', 'nice', 'present', 'democratshutdown']"
3401,"['democrat', 'far', 'concern', 'illeg', 'immigr', 'great', 'militari', 'safeti', 'danger', 'southern', 'border', 'could', 'easili', 'made', 'deal', 'decid', 'play', 'shutdown', 'polit', 'instead', 'weneedmorerepublicansin', 'order', 'power', 'mess']"
3402,"['look', 'good', 'great', 'militari', 'safeti', 'amp', 'secur', 'danger', 'southern', 'border', 'dem', 'want', 'shutdown', 'order', 'help', 'diminish', 'great', 'success', 'tax', 'cut', 'boom', 'economi']"
3403,"['excel', 'preliminari', 'meet', 'oval', 'work', 'solut', 'secur', 'great', 'militari', 'togeth', 'mcconnel', 'make', 'progress', 'four', 'week', 'extens', 'would', 'best']"
3404,"['sign', 'bill', 'reauthor', 'foreign', 'intellig', 'collect', 'fisa', 'law', 'wrongli', 'abus', 'elect', 'alway', 'right', 'thing', 'countri', 'put', 'safeti', 'american', 'peopl', 'first']"
3405,"['today', 'honor', 'proud', 'address', 'th', 'annual', 'life', 'live', 'wit', 'year', 'march', 'life', 'theme', 'lovesavesl']"
3406,"['shut', 'govern', 'seriou', 'thing', 'peopl', 'die', 'accid', 'happen', 'know', 'would', 'vote', 'right', 'cr', 'ok', 'sen', 'diann', 'feinstein', 'calif']"
3407,"['brief', 'director', 'marc', 'short', 'director', 'mick', 'mulvaney']"
3408,"['govern', 'fund', 'bill', 'past', 'last', 'night', 'hous', 'repres', 'democrat', 'need', 'pass', 'senat', 'want', 'illeg', 'immigr', 'weak', 'border', 'shutdown', 'come', 'need', 'republican', 'victori']"
3409,"['hous', 'repres', 'need', 'pass', 'govern', 'fund', 'bill', 'tonight', 'import', 'countri', 'militari', 'need']"
3410,"['america', 'nation', 'think', 'big', 'dream', 'bigger', 'alway', 'reach', 'star', 'one', 'shape', 'america', 'destini', 'one', 'restor', 'prosper', 'one', 'make', 'america', 'great', 'maga']"
3411,"['depart', 'pittsburgh', 'great', 'honor', 'stand', 'incred', 'worker', 'show', 'world', 'america', 'back', 'come', 'back', 'bigger', 'better', 'stronger', 'ever']"
3412,"['govern', 'shutdown', 'devast', 'militari', 'someth', 'dem', 'care', 'littl']"
3413,"['chip', 'part', 'long', 'term', 'solut', 'day', 'short', 'term', 'extens']"
3414,"['need', 'wall', 'safeti', 'secur', 'countri', 'need', 'wall', 'help', 'stop', 'massiv', 'inflow', 'drug', 'mexico', 'rate', 'number', 'one', 'danger', 'countri', 'world', 'wall', 'deal']"
3415,"['go', 'pennsylvania', 'today', 'order', 'give', 'total', 'support', 'rick', 'saccon', 'run', 'congress', 'special', 'elect', 'march', 'rick', 'great', 'guy', 'need', 'republican', 'continu', 'alreadi', 'success', 'agenda']"
3416,"['wall', 'paid', 'directli', 'indirectli', 'longer', 'term', 'reimburs', 'mexico', 'ridicul', 'billion', 'dollar', 'trade', 'surplu', 'u', 'billion', 'dollar', 'wall', 'peanut', 'compar', 'mexico', 'make', 'u', 'nafta', 'bad', 'joke']"
3417,"['wall', 'wall', 'never', 'chang', 'evolv', 'first', 'day', 'conceiv', 'part', 'necess', 'see', 'never', 'intend', 'built', 'area', 'natur', 'protect', 'mountain', 'wasteland', 'tough', 'river', 'water']"
3418,"['isi', 'retreat', 'economi', 'boom', 'invest', 'job', 'pour', 'back', 'countri', 'much', 'togeth', 'noth', 'overcom', 'even', 'bias', 'media', 'make', 'america', 'great']"
3419,"['despit', 'corrupt', 'dishonest', 'media', 'coverag', 'mani', 'great', 'report', 'respect', 'lot', 'good', 'news', 'american', 'peopl', 'proud']"
3420,"['fake', 'news', 'winner']"
3421,"['main', 'street', 'back', 'strongest', 'holiday', 'sale', 'bump', 'sinc', 'great', 'recess', 'beat', 'forecast', 'billion', 'dollar']"
3422,"['campaign', 'promis', 'make', 'america', 'great', 'bring', 'busi', 'job', 'back', 'countri', 'proud', 'see', 'compani', 'like', 'chrysler', 'move', 'oper', 'mexico', 'michigan', 'mani', 'great', 'american', 'worker']"
3423,"['promis', 'polici', 'would', 'allow', 'compani', 'like', 'appl', 'bring', 'massiv', 'amount', 'money', 'back', 'unit', 'state', 'great', 'see', 'appl', 'follow', 'result', 'tax', 'cut', 'huge', 'win', 'american', 'worker', 'usa']"
3424,"['today', 'wit', 'incred', 'moment', 'histori', 'present', 'congress', 'highest', 'civilian', 'honor', 'friend', 'true', 'american', 'hero', 'bob', 'dole', 'congressionalgoldmed']"
3425,"['eric', 'trump']"
3426,"['need', 'keep', 'america', 'safe', 'includ', 'move', 'away', 'random', 'chain', 'migrat', 'lotteri', 'system', 'one', 'merit', 'base']"
3427,"['new', 'report', 'doj', 'amp', 'dh', 'show', 'nearli', 'individu', 'convict', 'terror', 'relat', 'charg', 'foreign', 'born', 'submit', 'congress', 'list', 'resourc', 'reform']"
3428,"['today', 'honor', 'welcom', 'presid', 'nursultan', 'nazarbayev', 'kazakhstan']"
3429,"['presid', 'donald', 'j', 'trump', 'proclaim', 'januari', 'religi', 'freedom', 'day']"
3430,"['unemploy', 'black', 'american', 'lowest', 'ever', 'record', 'trump', 'approv', 'rate', 'black', 'american', 'doubl', 'thank', 'get', 'even', 'much', 'better']"
3431,"['trump', 'news', 'coverag', 'neg', 'much', 'contriv']"
3432,"['notic', 'fake', 'news', 'mainstream', 'media', 'never', 'like', 'cover', 'great', 'record', 'set', 'econom', 'news', 'rather', 'talk', 'anyth', 'neg', 'turn', 'neg', 'russian', 'collus', 'hoax', 'dead', 'except', 'pertain', 'dem', 'public', 'get']"
3433,"['democrat', 'want', 'shut', 'govern', 'amnesti', 'border', 'secur', 'biggest', 'loser', 'rapidli', 'rebuild', 'militari', 'time', 'need', 'ever', 'need', 'merit', 'base', 'system', 'immigr', 'need', 'danger', 'lotteri']"
3434,"['must', 'secur', 'danger', 'southern', 'border', 'must', 'great', 'wall', 'help', 'protect', 'us', 'help', 'stop', 'massiv', 'inflow', 'drug', 'pour', 'countri']"
3443,"['senat', 'dicki', 'durbin', 'total', 'misrepres', 'said', 'daca', 'meet', 'deal', 'get', 'made', 'trust', 'durbin', 'blew', 'daca', 'hurt', 'militari']"
3445,"['stop', 'drug', 'want', 'take', 'money', 'away', 'militari', 'cannot', 'standard', 'simpl', 'america', 'first', 'amp', 'make', 'america', 'great']"
3446,"['statement', 'last', 'night', 'florida', 'honestli', 'think', 'democrat', 'want', 'make', 'deal', 'talk', 'daca', 'want', 'help', 'readi', 'will', 'abl', 'make', 'deal', 'want', 'want', 'secur', 'border', 'want']"
3447,"['big', 'unnecessari', 'regul', 'cut', 'made', 'possibl', 'among', 'mani', 'thing', 'presid', 'trump', 'revers', 'polici', 'presid', 'obama', 'revers', 'econom', 'declin', 'thank', 'stuart', 'varney']"
3448,"['presid', 'trump', 'get', 'credit', 'deserv', 'economi', 'tax', 'cut', 'bonus', 'worker', 'explos', 'stock', 'market', 'ralli', 'seen', 'modern', 'time', 'elect', 'ground', 'profit', 'growth', 'trump']"
3449,"['presid', 'want', 'peopl', 'come', 'countri', 'go', 'help', 'us', 'becom', 'strong', 'great', 'peopl', 'come', 'system', 'base', 'merit', 'lotteri', 'america', 'first']"
3450,"['daca', 'probabl', 'dead', 'democrat', 'realli', 'want', 'want', 'talk', 'take', 'desper', 'need', 'money', 'away', 'militari']"
3452,"['knew', 'exactli', 'said', 'meant', 'want', 'stori', 'fake', 'news']"
3453,"['wall', 'street', 'journal', 'state', 'fals', 'said', 'good', 'relationship', 'kim', 'jong', 'un', 'n', 'korea', 'obvious', 'say', 'said', 'good', 'relationship', 'kim', 'jong', 'un', 'big', 'differ', 'fortun', 'record', 'convers', 'report']"
3458,"['much', 'fake', 'news', 'report', 'even', 'tri', 'get', 'right', 'correct', 'wrong', 'promot', 'fake', 'book', 'mental', 'derang', 'author', 'knowingli', 'write', 'fals', 'inform', 'mainstream', 'media', 'craze', 'elect']"
3459,"['believ', 'democrat', 'realli', 'want', 'see', 'deal', 'daca', 'talk', 'action', 'time', 'day', 'day', 'blow', 'one', 'great', 'opportun', 'bad']"
3460,"['yesterday', 'anoth', 'big', 'day', 'job', 'stock', 'market', 'chrysler', 'come', 'back', 'u', 'michigan', 'mexico', 'mani', 'compani', 'pay', 'tax', 'cut', 'money', 'employe', 'dem', 'novemb', 'market', 'would', 'tank', 'head', 'disast']"
